@relation german
@attribute CHK_ACCT {'<0','0<=X<200','>=200','unknown'}
@attribute DURATION real
@attribute HISTORY {'no credits taken','all credits at this bank paid back duly','existing credits paid back duly till now','delay in paying off in the past','critical account'}
@attribute PURPOSE {'EMPTY','NEW_CAR','USED_CAR','FURNITURE','RADIO/TV','EDUCATION','RETRAINING'}
@attribute AMOUNT real
@attribute SAV_ACCT {'<100','100<=X<500','500<=X<1000','>=1000','unknown'}
@attribute EMPLOYMENT {'unemployed','<1','1<=X<4','4<=X<7','>=7'}
@attribute INSTALL_RATE real
@attribute MARITIAL {'EMPTY','MALE_DIV','MALE_SINGLE','MALE_MAR'}
@attribute CO-APPLICANT { y , n }
@attribute GUARANTOR { y , n }
@attribute TIME_RES {'Dummy','<=1','1<X<=2','2<X<=3','>=4'}
@attribute REAL_ESTATE { y , n }
@attribute PROP_NONE { y , n }
@attribute AGE real
@attribute OTHER_INSTALL { y , n }
@attribute HOUSE {'EMPTY','RENT','OWN_RES'}
@attribute NUM_CREDITS real
@attribute JOB {'unemployed/ unskilled  - non-resident','unskilled - resident','skilled employee / official','management/ self-employed/highly qualified employee/ officer'}
@attribute NUM_DEPEND real
@attribute TELEPHONE { y , n }
@attribute FOREIGN { y , n }
@attribute class { good , bad }
@data
'<0',48,'existing credits paid back duly till now','RADIO/TV',6999,'<100','4<=X<7',1,MALE_MAR,n,y,'<=1',y,n,34,n,OWN_RES,2,'skilled employee / official',1,y,n,bad
'0<=X<200',12,'critical account','NEW_CAR',1995,'100<=X<500','<1',4,MALE_SINGLE,n,n,'<=1',n,n,27,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'0<=X<200',9,'existing credits paid back duly till now','EDUCATION',1199,'<100','4<=X<7',4,EMPTY,n,n,'>=4',n,n,67,n,OWN_RES,2,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'0<=X<200',12,'existing credits paid back duly till now','RADIO/TV',1331,'<100','<1',2,MALE_SINGLE,n,n,'<=1',n,n,22,y,OWN_RES,1,'skilled employee / official',1,n,n,bad
'0<=X<200',18,'no credits taken','NEW_CAR',2278,'100<=X<500','<1',3,EMPTY,n,n,'2<X<=3',n,n,28,n,OWN_RES,2,'skilled employee / official',1,n,n,bad
'unknown',21,'no credits taken','NEW_CAR',5003,'unknown','1<=X<4',1,EMPTY,n,n,'>=4',n,n,29,y,OWN_RES,2,'skilled employee / official',1,y,n,bad
'<0',24,'all credits at this bank paid back duly','FURNITURE',3552,'<100','4<=X<7',3,MALE_SINGLE,n,n,'>=4',n,n,27,y,OWN_RES,1,'skilled employee / official',1,n,n,bad
'0<=X<200',18,'critical account','FURNITURE',1928,'<100','<1',2,MALE_SINGLE,n,n,'1<X<=2',y,n,31,n,OWN_RES,2,'unskilled - resident',1,n,n,bad
'<0',24,'existing credits paid back duly till now','USED_CAR',2964,'unknown','>=7',4,MALE_SINGLE,n,n,'>=4',n,y,49,y,EMPTY,1,'skilled employee / official',2,y,n,good
'<0',24,'all credits at this bank paid back duly','RADIO/TV',1546,'<100','4<=X<7',4,MALE_SINGLE,n,y,'>=4',n,n,24,y,RENT,1,'unskilled - resident',1,n,n,bad
'>=200',6,'delay in paying off in the past','RADIO/TV',683,'<100','<1',2,EMPTY,n,n,'<=1',n,n,29,y,OWN_RES,1,'skilled employee / official',1,n,n,good
'0<=X<200',36,'existing credits paid back duly till now','NEW_CAR',12389,'unknown','1<=X<4',1,MALE_SINGLE,n,n,'>=4',n,y,37,n,EMPTY,1,'skilled employee / official',1,y,n,bad
'0<=X<200',24,'delay in paying off in the past','RETRAINING',4712,'unknown','1<=X<4',4,MALE_SINGLE,n,n,'1<X<=2',n,n,37,y,OWN_RES,2,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'0<=X<200',24,'delay in paying off in the past','RADIO/TV',1553,'100<=X<500','4<=X<7',3,EMPTY,n,n,'1<X<=2',n,n,23,n,RENT,2,'skilled employee / official',1,y,n,good
'<0',12,'existing credits paid back duly till now','NEW_CAR',1372,'<100','4<=X<7',2,MALE_DIV,n,n,'2<X<=3',n,n,36,n,OWN_RES,1,'skilled employee / official',1,n,n,bad
'unknown',24,'critical account','RADIO/TV',2578,'>=1000','>=7',2,MALE_SINGLE,n,n,'1<X<=2',n,n,34,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'0<=X<200',48,'existing credits paid back duly till now','RADIO/TV',3979,'unknown','4<=X<7',4,MALE_SINGLE,n,n,'<=1',n,n,41,n,OWN_RES,2,'skilled employee / official',2,y,n,good
'<0',48,'existing credits paid back duly till now','RADIO/TV',6758,'<100','1<=X<4',3,EMPTY,n,n,'1<X<=2',n,n,31,n,OWN_RES,1,'skilled employee / official',1,y,n,bad
'<0',24,'existing credits paid back duly till now','FURNITURE',3234,'<100','<1',4,EMPTY,n,n,'>=4',y,n,23,n,RENT,1,'unskilled - resident',1,y,n,bad
'unknown',30,'critical account','RADIO/TV',5954,'<100','4<=X<7',3,MALE_SINGLE,y,n,'1<X<=2',n,n,38,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'unknown',24,'existing credits paid back duly till now','USED_CAR',5433,'unknown','unemployed',2,EMPTY,n,n,'>=4',n,n,26,n,RENT,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'<0',15,'existing credits paid back duly till now','RETRAINING',806,'<100','1<=X<4',4,EMPTY,n,n,'>=4',n,n,22,n,OWN_RES,1,'unskilled - resident',1,n,n,good
'0<=X<200',9,'existing credits paid back duly till now','RADIO/TV',1082,'<100','>=7',4,MALE_SINGLE,n,n,'>=4',n,n,27,n,OWN_RES,2,'unskilled - resident',1,n,n,good
'unknown',15,'critical account','FURNITURE',2788,'<100','4<=X<7',2,EMPTY,y,n,'2<X<=3',n,n,24,y,OWN_RES,2,'skilled employee / official',1,n,n,good
'0<=X<200',12,'existing credits paid back duly till now','RADIO/TV',2930,'<100','4<=X<7',2,EMPTY,n,n,'<=1',y,n,27,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'unknown',24,'critical account','EDUCATION',1927,'unknown','1<=X<4',3,EMPTY,n,n,'1<X<=2',n,n,33,n,OWN_RES,2,'skilled employee / official',1,y,n,good
'0<=X<200',36,'critical account','NEW_CAR',2820,'<100','<1',4,MALE_DIV,n,n,'>=4',n,n,27,n,OWN_RES,2,'skilled employee / official',1,n,n,bad
'unknown',24,'existing credits paid back duly till now',EMPTY,937,'<100','<1',4,MALE_MAR,n,n,'2<X<=3',n,n,27,n,OWN_RES,2,'unskilled - resident',1,n,n,good
'0<=X<200',18,'critical account','NEW_CAR',1056,'<100','>=7',3,MALE_SINGLE,n,y,'2<X<=3',y,n,30,y,OWN_RES,2,'skilled employee / official',1,n,n,bad
'0<=X<200',12,'critical account','NEW_CAR',3124,'<100','<1',1,MALE_SINGLE,n,n,'2<X<=3',y,n,49,y,OWN_RES,2,'unskilled - resident',2,n,n,good
'unknown',9,'existing credits paid back duly till now','FURNITURE',1388,'<100','1<=X<4',4,EMPTY,n,n,'1<X<=2',y,n,26,n,RENT,1,'skilled employee / official',1,n,n,good
'0<=X<200',36,'existing credits paid back duly till now',EMPTY,2384,'<100','<1',4,MALE_SINGLE,n,n,'<=1',n,y,33,n,RENT,1,'unskilled - resident',1,n,n,bad
'unknown',12,'existing credits paid back duly till now','NEW_CAR',2133,'unknown','>=7',4,EMPTY,n,n,'>=4',n,y,52,n,EMPTY,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'<0',18,'existing credits paid back duly till now','FURNITURE',2039,'<100','1<=X<4',1,EMPTY,n,n,'>=4',y,n,20,y,RENT,1,'skilled employee / official',1,n,n,bad
'<0',9,'critical account','NEW_CAR',2799,'<100','1<=X<4',2,MALE_SINGLE,n,n,'1<X<=2',y,n,36,n,RENT,2,'skilled employee / official',2,n,n,good
'<0',12,'existing credits paid back duly till now','FURNITURE',1289,'<100','1<=X<4',4,MALE_SINGLE,n,y,'<=1',n,n,21,n,OWN_RES,1,'unskilled - resident',1,n,n,good
'<0',18,'existing credits paid back duly till now',EMPTY,1217,'<100','1<=X<4',4,MALE_MAR,n,n,'2<X<=3',y,n,47,n,OWN_RES,1,'unskilled - resident',1,y,n,bad
'<0',12,'critical account','FURNITURE',2246,'<100','>=7',3,MALE_SINGLE,n,n,'2<X<=3',n,n,60,n,OWN_RES,2,'skilled employee / official',1,n,n,bad
'<0',12,'critical account','RADIO/TV',385,'<100','4<=X<7',4,EMPTY,n,n,'2<X<=3',y,n,58,n,OWN_RES,4,'unskilled - resident',1,y,n,good
'0<=X<200',24,'delay in paying off in the past','NEW_CAR',1965,'unknown','1<=X<4',4,EMPTY,n,n,'>=4',n,n,42,n,RENT,2,'skilled employee / official',1,y,n,good
'unknown',21,'existing credits paid back duly till now','RETRAINING',1572,'>=1000','>=7',4,EMPTY,n,n,'>=4',y,n,36,y,OWN_RES,1,'unskilled - resident',1,n,n,good
'0<=X<200',24,'existing credits paid back duly till now','NEW_CAR',2718,'<100','1<=X<4',3,EMPTY,n,n,'>=4',n,n,20,n,RENT,1,'unskilled - resident',1,y,n,bad
'<0',24,'all credits at this bank paid back duly',EMPTY,1358,'unknown','>=7',4,MALE_SINGLE,n,n,'2<X<=3',n,n,40,y,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,bad
'0<=X<200',6,'all credits at this bank paid back duly','NEW_CAR',931,'100<=X<500','<1',1,EMPTY,n,n,'<=1',n,n,32,y,OWN_RES,1,'unskilled - resident',1,n,n,bad
'<0',24,'existing credits paid back duly till now','NEW_CAR',1442,'<100','4<=X<7',4,EMPTY,n,n,'>=4',n,n,23,n,RENT,2,'skilled employee / official',1,n,n,bad
'0<=X<200',24,'no credits taken','RETRAINING',4241,'<100','1<=X<4',1,MALE_SINGLE,n,n,'>=4',y,n,36,n,OWN_RES,3,'unskilled - resident',1,y,n,bad
'unknown',18,'critical account','NEW_CAR',2775,'<100','4<=X<7',2,MALE_SINGLE,n,n,'1<X<=2',n,n,31,y,OWN_RES,2,'skilled employee / official',1,n,n,bad
'unknown',24,'delay in paying off in the past','RETRAINING',3863,'<100','1<=X<4',1,MALE_SINGLE,n,n,'1<X<=2',n,y,32,n,EMPTY,1,'skilled employee / official',1,n,n,good
'0<=X<200',7,'existing credits paid back duly till now','RADIO/TV',2329,'<100','<1',1,EMPTY,n,y,'<=1',y,n,45,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'0<=X<200',9,'existing credits paid back duly till now','FURNITURE',918,'<100','1<=X<4',4,EMPTY,n,n,'<=1',n,n,30,n,OWN_RES,1,'skilled employee / official',1,n,n,bad
'0<=X<200',24,'all credits at this bank paid back duly','EDUCATION',1837,'<100','4<=X<7',4,EMPTY,n,n,'>=4',n,y,34,y,EMPTY,1,'unskilled - resident',1,n,n,bad
'unknown',36,'existing credits paid back duly till now','FURNITURE',3349,'<100','1<=X<4',4,EMPTY,n,n,'1<X<=2',n,n,28,n,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,bad
'>=200',10,'existing credits paid back duly till now','FURNITURE',1275,'<100','<1',4,EMPTY,n,n,'1<X<=2',n,n,23,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'<0',24,'all credits at this bank paid back duly','FURNITURE',2828,'500<=X<1000','1<=X<4',4,MALE_SINGLE,n,n,'>=4',y,n,22,y,OWN_RES,1,'skilled employee / official',1,y,n,good
'unknown',24,'critical account','RETRAINING',4526,'<100','1<=X<4',3,MALE_SINGLE,n,n,'1<X<=2',y,n,74,n,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'0<=X<200',36,'existing credits paid back duly till now','RADIO/TV',2671,'100<=X<500','1<=X<4',4,EMPTY,y,n,'>=4',n,y,50,n,EMPTY,1,'skilled employee / official',1,n,n,bad
'unknown',18,'existing credits paid back duly till now','RADIO/TV',2051,'<100','<1',4,MALE_SINGLE,n,n,'<=1',y,n,33,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'unknown',15,'existing credits paid back duly till now','USED_CAR',1300,'unknown','>=7',4,MALE_SINGLE,n,n,'>=4',n,y,45,y,EMPTY,1,'skilled employee / official',2,n,n,good
'<0',12,'existing credits paid back duly till now',EMPTY,741,'100<=X<500','unemployed',4,EMPTY,n,n,'2<X<=3',n,n,22,n,OWN_RES,1,'skilled employee / official',1,n,n,bad
'>=200',10,'existing credits paid back duly till now','NEW_CAR',1240,'100<=X<500','>=7',1,EMPTY,n,n,'>=4',n,y,48,n,EMPTY,1,'unskilled - resident',2,n,n,bad
'<0',21,'existing credits paid back duly till now','RADIO/TV',3357,'>=1000','<1',4,EMPTY,n,n,'1<X<=2',n,n,29,y,OWN_RES,1,'skilled employee / official',1,n,n,good
'<0',24,'all credits at this bank paid back duly','USED_CAR',3632,'<100','1<=X<4',1,EMPTY,n,y,'>=4',n,n,22,y,RENT,1,'skilled employee / official',1,n,y,good
'unknown',18,'delay in paying off in the past','FURNITURE',1808,'<100','4<=X<7',4,EMPTY,n,n,'<=1',y,n,22,n,OWN_RES,1,'skilled employee / official',1,n,n,bad
'0<=X<200',48,'no credits taken','RETRAINING',12204,'unknown','1<=X<4',2,MALE_SINGLE,n,n,'1<X<=2',n,n,48,y,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'0<=X<200',60,'delay in paying off in the past','RADIO/TV',9157,'unknown','1<=X<4',2,MALE_SINGLE,n,n,'1<X<=2',n,y,27,n,EMPTY,1,'management/ self-employed/highly qualified employee/ officer',1,n,n,good
'<0',6,'critical account','NEW_CAR',3676,'<100','1<=X<4',1,MALE_SINGLE,n,n,'2<X<=3',y,n,37,n,RENT,3,'skilled employee / official',2,n,n,good
'0<=X<200',30,'existing credits paid back duly till now','FURNITURE',3441,'100<=X<500','1<=X<4',2,EMPTY,y,n,'>=4',n,n,21,n,RENT,1,'skilled employee / official',1,n,n,bad
'unknown',12,'existing credits paid back duly till now','NEW_CAR',640,'<100','1<=X<4',4,MALE_DIV,n,n,'1<X<=2',y,n,49,n,OWN_RES,1,'unskilled - resident',1,n,n,good
'0<=X<200',21,'critical account','RETRAINING',3652,'<100','4<=X<7',2,MALE_SINGLE,n,n,'2<X<=3',n,n,27,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'unknown',18,'critical account','NEW_CAR',1530,'<100','1<=X<4',3,MALE_SINGLE,n,n,'1<X<=2',n,n,32,y,OWN_RES,2,'skilled employee / official',1,n,n,bad
'unknown',48,'existing credits paid back duly till now','RETRAINING',3914,'unknown','1<=X<4',4,MALE_DIV,n,n,'1<X<=2',y,n,38,y,OWN_RES,1,'skilled employee / official',1,n,n,bad
'<0',12,'existing credits paid back duly till now','FURNITURE',1858,'<100','<1',4,EMPTY,n,n,'<=1',n,n,22,n,RENT,1,'skilled employee / official',1,n,n,good
'<0',18,'existing credits paid back duly till now','RADIO/TV',2600,'<100','1<=X<4',4,MALE_SINGLE,n,n,'>=4',n,y,65,n,EMPTY,2,'skilled employee / official',1,n,n,bad
'unknown',15,'existing credits paid back duly till now','RADIO/TV',1979,'unknown','>=7',4,MALE_SINGLE,n,n,'1<X<=2',n,n,35,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'>=200',6,'existing credits paid back duly till now','FURNITURE',2116,'<100','1<=X<4',2,MALE_SINGLE,n,n,'1<X<=2',y,n,41,n,OWN_RES,1,'skilled employee / official',1,y,n,good
'0<=X<200',9,'all credits at this bank paid back duly','NEW_CAR',1437,'100<=X<500','4<=X<7',2,MALE_SINGLE,n,n,'2<X<=3',n,y,29,n,OWN_RES,1,'skilled employee / official',1,n,n,bad
'unknown',42,'critical account','FURNITURE',4042,'500<=X<1000','1<=X<4',4,MALE_SINGLE,n,n,'>=4',y,n,36,n,OWN_RES,2,'skilled employee / official',1,y,n,good
'unknown',9,'existing credits paid back duly till now','EDUCATION',3832,'unknown','>=7',1,MALE_SINGLE,n,n,'>=4',y,n,64,n,OWN_RES,1,'unskilled - resident',1,n,n,good
'<0',24,'existing credits paid back duly till now','RADIO/TV',3660,'<100','1<=X<4',2,EMPTY,n,n,'>=4',n,n,28,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'<0',18,'all credits at this bank paid back duly','FURNITURE',1553,'<100','1<=X<4',4,MALE_SINGLE,n,n,'2<X<=3',n,n,44,y,OWN_RES,1,'skilled employee / official',1,n,n,bad
'0<=X<200',15,'existing credits paid back duly till now','RADIO/TV',1444,'unknown','<1',4,MALE_SINGLE,n,n,'<=1',n,n,23,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'unknown',9,'existing credits paid back duly till now','FURNITURE',1980,'<100','<1',2,EMPTY,y,n,'1<X<=2',n,n,19,n,RENT,2,'skilled employee / official',1,n,n,bad
'0<=X<200',24,'existing credits paid back duly till now','NEW_CAR',1355,'<100','<1',3,EMPTY,n,n,'>=4',n,n,25,n,OWN_RES,1,'unskilled - resident',1,y,n,bad
'unknown',12,'existing credits paid back duly till now','EDUCATION',1393,'<100','>=7',4,MALE_SINGLE,n,n,'>=4',n,n,47,y,OWN_RES,3,'skilled employee / official',2,y,n,good
'unknown',24,'existing credits paid back duly till now','RADIO/TV',1376,'500<=X<1000','4<=X<7',4,EMPTY,n,n,'<=1',n,n,28,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'unknown',60,'delay in paying off in the past','RADIO/TV',15653,'<100','4<=X<7',2,MALE_SINGLE,n,n,'>=4',n,n,21,n,OWN_RES,2,'skilled employee / official',1,y,n,good
'unknown',12,'existing credits paid back duly till now','RADIO/TV',1493,'<100','<1',4,EMPTY,n,n,'2<X<=3',n,n,34,n,OWN_RES,1,'skilled employee / official',2,n,n,good
'<0',42,'delay in paying off in the past','RADIO/TV',4370,'<100','4<=X<7',3,MALE_SINGLE,n,n,'1<X<=2',n,n,26,y,OWN_RES,2,'skilled employee / official',2,y,n,bad
'<0',18,'existing credits paid back duly till now','EDUCATION',750,'<100','unemployed',4,EMPTY,n,n,'<=1',y,n,27,n,OWN_RES,1,'unemployed/ unskilled  - non-resident',1,n,n,bad
'0<=X<200',15,'existing credits paid back duly till now',EMPTY,1308,'<100','>=7',4,MALE_SINGLE,n,n,'>=4',n,n,38,n,OWN_RES,2,'unskilled - resident',1,n,n,good
'unknown',15,'existing credits paid back duly till now','EDUCATION',4623,'100<=X<500','1<=X<4',3,MALE_SINGLE,n,n,'1<X<=2',n,n,40,n,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,bad
'unknown',24,'critical account','RADIO/TV',1851,'<100','4<=X<7',4,MALE_MAR,n,y,'1<X<=2',n,n,33,n,OWN_RES,2,'skilled employee / official',1,y,n,good
'<0',18,'critical account','RADIO/TV',1880,'<100','4<=X<7',4,MALE_MAR,n,n,'<=1',n,n,32,n,OWN_RES,2,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'unknown',36,'delay in paying off in the past','RETRAINING',7980,'unknown','<1',4,MALE_SINGLE,n,n,'>=4',n,n,27,n,RENT,2,'skilled employee / official',1,y,n,bad
'<0',30,'no credits taken','FURNITURE',4583,'<100','1<=X<4',2,MALE_DIV,n,y,'1<X<=2',y,n,32,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'unknown',12,'existing credits paid back duly till now','NEW_CAR',1386,'500<=X<1000','1<=X<4',2,EMPTY,n,n,'1<X<=2',n,n,26,n,OWN_RES,1,'skilled employee / official',1,n,n,bad
'>=200',24,'existing credits paid back duly till now','NEW_CAR',947,'<100','4<=X<7',4,MALE_SINGLE,n,n,'2<X<=3',n,y,38,y,EMPTY,1,'skilled employee / official',2,n,n,bad
'<0',12,'existing credits paid back duly till now','EDUCATION',684,'<100','1<=X<4',4,MALE_SINGLE,n,n,'>=4',n,n,40,n,RENT,1,'unskilled - resident',2,n,n,bad
'<0',48,'existing credits paid back duly till now','EDUCATION',7476,'<100','4<=X<7',4,MALE_SINGLE,n,n,'<=1',n,y,50,n,EMPTY,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'0<=X<200',12,'existing credits paid back duly till now','FURNITURE',1922,'<100','1<=X<4',4,MALE_SINGLE,n,n,'1<X<=2',n,n,37,n,OWN_RES,1,'unskilled - resident',1,n,n,bad
'<0',24,'existing credits paid back duly till now','NEW_CAR',2303,'<100','>=7',4,MALE_SINGLE,y,n,'<=1',y,n,45,n,OWN_RES,1,'skilled employee / official',1,n,n,bad
'0<=X<200',36,'delay in paying off in the past','NEW_CAR',8086,'100<=X<500','>=7',2,MALE_SINGLE,n,n,'>=4',n,n,42,n,OWN_RES,4,'management/ self-employed/highly qualified employee/ officer',1,y,n,bad
'unknown',24,'critical account','USED_CAR',2346,'<100','4<=X<7',4,MALE_SINGLE,n,n,'2<X<=3',n,n,35,n,OWN_RES,2,'skilled employee / official',1,y,n,good
'<0',14,'existing credits paid back duly till now','NEW_CAR',3973,'<100','unemployed',1,MALE_SINGLE,n,n,'>=4',n,y,22,n,EMPTY,1,'skilled employee / official',1,n,n,good
'0<=X<200',12,'existing credits paid back duly till now','NEW_CAR',888,'<100','>=7',4,MALE_SINGLE,n,n,'>=4',n,n,41,y,OWN_RES,1,'unskilled - resident',2,n,n,bad
'unknown',48,'existing credits paid back duly till now','RADIO/TV',10222,'unknown','4<=X<7',4,MALE_SINGLE,n,n,'2<X<=3',n,n,37,y,OWN_RES,1,'skilled employee / official',1,y,n,good
'0<=X<200',30,'no credits taken','RETRAINING',4221,'<100','1<=X<4',2,EMPTY,n,n,'<=1',n,n,28,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'0<=X<200',18,'critical account','FURNITURE',6361,'<100','>=7',2,MALE_SINGLE,n,n,'<=1',n,y,41,n,OWN_RES,1,'skilled employee / official',1,y,n,good
'>=200',12,'existing credits paid back duly till now','RADIO/TV',1297,'<100','1<=X<4',3,MALE_MAR,n,n,'>=4',y,n,23,n,RENT,1,'skilled employee / official',1,n,n,good
'<0',12,'existing credits paid back duly till now','NEW_CAR',900,'unknown','1<=X<4',4,MALE_MAR,n,n,'1<X<=2',n,n,23,n,OWN_RES,1,'skilled employee / official',1,n,n,bad
'unknown',21,'existing credits paid back duly till now','FURNITURE',2241,'<100','>=7',4,MALE_SINGLE,n,n,'1<X<=2',y,n,50,n,OWN_RES,2,'skilled employee / official',1,n,n,good
'0<=X<200',6,'delay in paying off in the past','FURNITURE',1050,'<100','unemployed',4,MALE_SINGLE,n,n,'<=1',n,n,35,y,OWN_RES,2,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'>=200',6,'critical account','EDUCATION',1047,'<100','1<=X<4',2,EMPTY,n,n,'>=4',n,n,50,n,OWN_RES,1,'unskilled - resident',1,n,n,good
'unknown',24,'critical account',EMPTY,6314,'<100','unemployed',4,MALE_SINGLE,y,n,'1<X<=2',n,y,27,y,OWN_RES,2,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'0<=X<200',30,'all credits at this bank paid back duly','FURNITURE',3496,'>=1000','1<=X<4',4,MALE_SINGLE,n,n,'1<X<=2',n,n,34,y,OWN_RES,1,'skilled employee / official',2,y,n,good
'unknown',48,'all credits at this bank paid back duly','RETRAINING',3609,'<100','1<=X<4',1,EMPTY,n,n,'<=1',y,n,27,y,OWN_RES,1,'skilled employee / official',1,n,n,good
'<0',12,'critical account','NEW_CAR',4843,'<100','>=7',3,MALE_SINGLE,y,n,'>=4',n,n,43,n,RENT,2,'skilled employee / official',1,y,n,bad
'>=200',30,'critical account','RADIO/TV',3017,'<100','>=7',4,MALE_SINGLE,n,n,'>=4',n,n,47,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'unknown',24,'critical account','RETRAINING',4139,'100<=X<500','1<=X<4',3,MALE_SINGLE,n,n,'2<X<=3',n,n,27,n,OWN_RES,2,'unskilled - resident',1,y,n,good
'unknown',36,'existing credits paid back duly till now','RETRAINING',5742,'100<=X<500','4<=X<7',2,MALE_SINGLE,n,n,'1<X<=2',n,n,31,n,OWN_RES,2,'skilled employee / official',1,y,n,good
'unknown',60,'existing credits paid back duly till now','NEW_CAR',10366,'<100','>=7',2,MALE_SINGLE,n,n,'>=4',n,n,42,n,OWN_RES,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'unknown',6,'critical account','NEW_CAR',2080,'500<=X<1000','1<=X<4',1,MALE_MAR,n,n,'1<X<=2',n,n,24,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'unknown',21,'delay in paying off in the past','RETRAINING',2580,'500<=X<1000','<1',4,MALE_SINGLE,n,n,'1<X<=2',y,n,41,y,OWN_RES,1,'unskilled - resident',2,n,n,bad
'unknown',30,'critical account','RADIO/TV',4530,'<100','4<=X<7',4,EMPTY,n,n,'>=4',n,n,26,n,RENT,1,'management/ self-employed/highly qualified employee/ officer',1,y,n,good
'unknown',24,'critical account','FURNITURE',5150,'<100','>=7',4,MALE_SINGLE,n,n,'>=4',n,n,33,n,OWN_RES,1,'skilled employee / official',1,y,n,good
'0<=X<200',72,'existing credits paid back duly till now','RADIO/TV',5595,'100<=X<500','1<=X<4',2,MALE_MAR,n,n,'1<X<=2',n,n,24,n,OWN_RES,1,'skilled employee / official',1,n,n,bad
'<0',24,'existing credits paid back duly till now','RADIO/TV',2384,'<100','>=7',4,MALE_SINGLE,n,n,'>=4',y,n,64,y,RENT,1,'unskilled - resident',1,n,n,good
'unknown',18,'existing credits paid back duly till now','RADIO/TV',1453,'<100','<1',3,EMPTY,n,n,'<=1',y,n,26,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'unknown',6,'existing credits paid back duly till now','EDUCATION',1538,'<100','<1',1,EMPTY,n,n,'1<X<=2',n,y,56,n,OWN_RES,1,'skilled employee / official',1,n,n,good
'unknown',12,'existing credits paid back duly till now','RADIO/TV',2279,'unknown','1<=X<4',4,MALE_SINGLE,n,n,'>=4',n,y,37,n,EMPTY,1,'skilled employee / official',1,y,n,good
'unknown',15,'delay in paying off in the past','RADIO/TV',1478,'<100','1<=X<4',4,MALE_MAR,n,n,'2<X<=3',y,n,33,y,OWN_RES,2,'skilled employee / official',1,n,n,good
'unknown',24,'critical account','RADIO/TV',5103,'<100','<1',3,MALE_MAR,n,n,'2<X<=3',n,y,47,n,EMPTY,3,'skilled employee / official',1,y,n,good
'0<=X<200',36,'delay in paying off in the past','RETRAINING',9857,'100<=X<500','4<=X<7',1,MALE_SINGLE,n,n,'2<X<=3',n,n,31,n,OWN_RES,2,'unskilled - resident',2,y,n,good
'unknown',60,'existing credits paid back duly till now','NEW_CAR',6527,'unknown','1<=X<4',4,MALE_SINGLE,n,n,'>=4',n,y,34,n,EMPTY,1,'skilled employee / official',2,y,n,good
'>=200',10,'critical account','RADIO/TV',1347,'unknown','4<=X<7',4,MALE_SINGLE,n,n,'1<X<=2',n,n,27,n,OWN_RES,2,'skilled employee / official',1,y,n,good
'0<=X<200',36,'delay in paying off in the past','NEW_CAR',2862,'100<=X<500','>=7',4,MALE_SINGLE,n,n,'2<X<=3',n,y,30,n,EMPTY,1,'skilled employee / official',1,n,n,good
'unknown',9,'existing credits paid back duly till now','RADIO/TV',2753,'100<=X<500','>=7',3,MALE_SINGLE,y,n,'>=4',n,n,35,n,OWN_RES,1,'skilled employee / official',1,y,n,good
'<0',12,'existing credits paid back duly till now','NEW_CAR',3651,'>=1000','1<=X<4',1,MALE_SINGLE,n,n,'2<X<=3',n,n,31,n,OWN_RES,1,'skilled employee / official',2,n,n,good
'<0',15,'critical account','FURNITURE',975,'<100','1<=X<4',2,MALE_DIV,n,n,'2<X<=3',n,n,25,n,OWN_RES,2,'skilled employee / official',1,n,n,good
